0, 1, 5
1, 2, 1
2, 3, 1
3, 4, 1
4, 5, 3
5, 6, 1
6, 7, 1
7, 8, 1
8, 9, 1
9, 10, 1
10, 11, 2
11, 12, 1
12, 13, 1
13, 14, 2
14, 15, 1
15, 16, 1
16, 17, 1
17, 18, 1
18, 19, 2
19, 20, 3
20, 21, 1
21, 22, 2
22, 23, 1
23, 24, 1
24, 25, 1
25, 26, 1
26, 27, 1
27, 28, 3
28, 29, 2
29, 30, 1
30, 31, 4
31, 32, 4
32, 33, 2
33, 34, 2
34, 35, 1
35, 36, 3
36, 37, 1
37, 38, 1
38, 39, 1
39, 40, 2
40, 41, 1
41, 42, 2
42, 43, 1
43, 44, 1
44, 45, 2
45, 46, 1
46, 47, 3
47, 48, 2
48, 49, 1
49, 50, 1
50, 51, 1
51, 52, 1
52, 53, 1
53, 54, 3
54, 55, 1
55, 56, 2
56, 57, 1
57, 58, 1
58, 59, 1
59, 60, 2
60, 61, 3
61, 62, 2
62, 63, 2
63, 64, 1
64, 65, 1
65, 66, 1
66, 67, 3
67, 68, 2
68, 69, 2
69, 70, 1
70, 71, 1
71, 72, 3
72, 73, 2
73, 74, 6
74, 75, 1
75, 76, 3
76, 77, 6
77, 78, 3
78, 79, 1
79, 80, 1
80, 81, 1
81, 82, 1
82, 83, 1
83, 84, 2
84, 85, 1
85, 86, 2
86, 87, 1
87, 88, 1
88, 89, 5
89, 90, 1
90, 91, 3
91, 92, 4
92, 93, 1
93, 94, 1
94, 95, 3
95, 96, 4
96, 97, 2
97, 98, 1
98, 99, 2
99, 1, 0
100, 2, 0
101, 3, 0
102, 4, 0
103, 5, 0
104, 6, 1
105, 7, 0
106, 8, 0
107, 9, 0
108, 10, 0
109, 11, 1
110, 12, 0
111, 13, 1
112, 14, 0
113, 15, 0
114, 16, 0
115, 17, 0
116, 18, 0
117, 19, 0
118, 20, 0
119, 21, 0
120, 22, 0
121, 23, 0
122, 24, 0
123, 25, 0
124, 26, 0
125, 27, 0
126, 28, 0
127, 29, 0
128, 30, 0
129, 31, 0
130, 32, 0
131, 33, 0
132, 34, 1
133, 35, 0
134, 36, 1
135, 37, 0
136, 38, 0
137, 39, 0
138, 40, 1
139, 41, 0
140, 42, 0
141, 43, 0
142, 44, 0
143, 45, 1
144, 46, 0
145, 47, 0
146, 48, 0
147, 49, 0
148, 50, 0
149, 51, 0
150, 52, 0
151, 53, 0
152, 54, 0
153, 55, 0
154, 56, 0
155, 57, 0
156, 58, 0
157, 59, 0
158, 60, 0
159, 61, 0
160, 62, 0
161, 63, 0
162, 64, 0
163, 65, 0
164, 66, 0
165, 67, 0
166, 68, 0
167, 69, 0
168, 70, 0
169, 71, 0
170, 72, 0
171, 73, 0
172, 74, 1
173, 75, 0
174, 76, 0
175, 77, 0
176, 78, 0
177, 79, 0
178, 80, 0
179, 81, 0
180, 82, 0
181, 83, 0
182, 84, 1
183, 85, 0
184, 86, 0
185, 87, 0
186, 88, 0
187, 89, 0
188, 90, 0
189, 91, 0
190, 92, 1
191, 93, 0
192, 94, 1
193, 95, 0
194, 96, 0
195, 97, 0
196, 98, 0
197, 99, 0
198, 1, 0
199, 2, 0
200, 3, 0
201, 4, 0
202, 5, 0
203, 6, 0
204, 7, 0
205, 8, 0
206, 9, 0
207, 10, 0
208, 11, 0
209, 12, 0
210, 13, 0
211, 14, 0
212, 15, 0
213, 16, 0
214, 17, 0
215, 18, 0
216, 19, 0
217, 20, 1
218, 21, 0
219, 22, 0
220, 23, 0
221, 24, 0
222, 25, 0
223, 26, 0
224, 27, 0
225, 28, 0
226, 29, 0
227, 30, 0
228, 31, 0
229, 32, 0
230, 33, 0
231, 34, 0
232, 35, 0
233, 36, 0
234, 37, 0
235, 38, 2
236, 39, 0
237, 40, 0
238, 41, 0
239, 42, 0
240, 43, 0
241, 44, 0
242, 45, 0
243, 46, 0
244, 47, 0
245, 48, 0
246, 49, 0
247, 50, 0
248, 51, 0
249, 52, 0
250, 53, 0
251, 54, 0
252, 55, 0
253, 56, 0
254, 57, 0
255, 58, 0
256, 59, 0
257, 60, 0
258, 61, 0
259, 62, 0
260, 63, 0
261, 64, 0
262, 65, 0
263, 66, 0
264, 67, 0
265, 68, 0
266, 69, 0
267, 70, 0
268, 71, 0
269, 72, 0
270, 73, 0
271, 74, 3
272, 75, 0
